Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Location 1
2014,AK,Prince of Wales-Outer Ketchikan,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,White,T6,2201,"(55.568424, -131.637524)"
2014,AK,Skagway-Hoonah-Angoon,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,White,T6,2232,"(58.268082, -135.254153)"
2014,AK,Southeast Fairbanks,County,NVSS,Cardiovascular Diseases,Stroke Mortality,112.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,2240,"(63.867414, -143.22069)"
2014,AK,Valdez-Cordova,County,NVSS,Cardiovascular Diseases,Stroke Mortality,69.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,2261,"(61.536161, -144.339956)"
2014,AK,Wade Hampton,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,White,T6,2270,"(62.159714, -163.349484)"
2014,AK,Wrangell-Petersburg,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,White,T6,2280,"(56.620527, -132.6886)"
2014,AK,Yakutat,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Male,Race/Ethnicity,White,T6,2282,"(59.792724, -139.746659)"
2014,AK,Yukon-Koyukuk,County,NVSS,Cardiovascular Diseases,Stroke Mortality,85.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,2290,"(65.50404, -151.41038)"
2014,AK,Aleutians East,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2013,"(55.440626, -161.962562)"
2014,AK,Aleutians West,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2016,"(52.995403, -170.251538)"
2014,AK,Anchorage,County,NVSS,Cardiovascular Diseases,Stroke Mortality,63.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2020,"(61.159049, -149.103905)"
2014,AK,Bethel,County,NVSS,Cardiovascular Diseases,Stroke Mortality,71,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2050,"(60.924483, -159.749655)"
2014,AK,Bristol Bay,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2060,"(58.754192, -156.694709)"
2014,AK,Denali,County,NVSS,Cardiovascular Diseases,Stroke Mortality,51.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2068,"(63.678399, -149.962076)"
2014,AK,Dillingham,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2070,"(59.803151, -158.181608)"
2014,AK,Fairbanks North Star,County,NVSS,Cardiovascular Diseases,Stroke Mortality,53.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2090,"(64.809327, -146.586265)"
2014,AK,Haines,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2100,"(59.140721, -135.513878)"
2014,AK,Kenai Peninsula,County,NVSS,Cardiovascular Diseases,Stroke Mortality,62.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2122,"(60.271254, -151.556972)"
2014,AK,Kodiak Island,County,NVSS,Cardiovascular Diseases,Stroke Mortality,67.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2150,"(57.715045, -153.83609)"
2014,AK,Lake and Peninsula,County,NVSS,Cardiovascular Diseases,Stroke Mortality,63.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2164,"(58.652287, -156.184325)"
2014,AK,Matanuska-Susitna,County,NVSS,Cardiovascular Diseases,Stroke Mortality,66.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2170,"(62.31628, -149.600476)"
2014,AK,Nome,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2180,"(64.90346, -163.947945)"
2014,AK,North Slope,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2185,"(69.309889, -153.398986)"
2014,AK,Northwest Arctic,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2188,"(67.065111, -159.726506)"
2014,AK,Prince of Wales-Outer Ketchikan,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2201,"(55.568424, -131.637524)"
2014,AK,Skagway-Hoonah-Angoon,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2232,"(58.268082, -135.254153)"
2014,AK,Southeast Fairbanks,County,NVSS,Cardiovascular Diseases,Stroke Mortality,64.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2240,"(63.867414, -143.22069)"
2014,AK,Valdez-Cordova,County,NVSS,Cardiovascular Diseases,Stroke Mortality,63.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2261,"(61.536161, -144.339956)"
2014,AK,Wade Hampton,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2270,"(62.159714, -163.349484)"
2014,AK,Wrangell-Petersburg,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2280,"(56.620527, -132.6886)"
2014,AK,Yakutat,County,NVSS,Cardiovascular Diseases,Stroke Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Gender,Female,Race/Ethnicity,White,T6,2282,"(59.792724, -139.746659)"
2014,AK,Yukon-Koyukuk,County,NVSS,Cardiovascular Diseases,Stroke Mortality,63.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2290,"(65.50404, -151.41038)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Stroke Mortality,66.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,2,"(64.3173, -152.571)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Stroke Mortality,73.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,2,"(64.3173, -152.571)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Stroke Mortality,59.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,2,"(64.3173, -152.571)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Stroke Mortality,52.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,9,"(41.6179, -72.7254)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Stroke Mortality,54.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Male,Race/Ethnicity,White,T6,9,"(41.6179, -72.7254)"
2014,AL,Autauga County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,87.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1001,"(32.540743, -86.642658)"
2014,AL,Baldwin County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,77.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1003,"(30.74338, -87.725037)"
2014,AL,Barbour County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,85.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1005,"(31.875526, -85.392733)"
2014,AL,Bibb County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,101.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1007,"(32.999586, -87.128286)"
2014,AL,Blount County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,89.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1009,"(33.9833, -86.566107)"
2014,AL,Bullock County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,83.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1011,"(32.105445, -85.716374)"
2014,AL,Butler County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,92,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1013,"(31.756743, -86.685543)"
2014,AL,Calhoun County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,92.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1015,"(33.776116, -85.827265)"
2014,AL,Chambers County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,89.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1017,"(32.918605, -85.389755)"
2014,AL,Cherokee County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,92.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1019,"(34.175592, -85.60109)"
2014,AL,Chilton County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,98.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1021,"(32.85542, -86.717847)"
2014,AL,Choctaw County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,85,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1023,"(32.023039, -88.263625)"
2014,AL,Clarke County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,74.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1025,"(31.685276, -87.828202)"
2014,AL,Clay County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,79.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1027,"(33.275512, -85.861243)"
2014,AL,Cleburne County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,89.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1029,"(33.676437, -85.521058)"
2014,AL,Coffee County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,98.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1031,"(31.408678, -85.987616)"
2014,AL,Colbert County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,101.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1033,"(34.700954, -87.805794)"
2014,AL,Conecuh County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,98.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1035,"(31.436316, -86.992084)"
2014,AL,Coosa County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,74.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1037,"(32.940608, -86.246358)"
2014,AL,Covington County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,107.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1039,"(31.249891, -86.449316)"
2014,AL,Crenshaw County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,85.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1041,"(31.738498, -86.315231)"
2014,AL,Cullman County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,94.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1043,"(34.135642, -86.864859)"
2014,AL,Dale County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,88.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1045,"(31.437921, -85.612525)"
2014,AL,Dallas County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,98.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1047,"(32.331714, -87.103947)"
2014,AL,DeKalb County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,98,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1049,"(34.462067, -85.803144)"
2014,AL,Elmore County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,83.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1051,"(32.599774, -86.150224)"
2014,AL,Escambia County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,81.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1053,"(31.133221, -87.162551)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Stroke Mortality,49.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,White,T6,9,"(41.6179, -72.7254)"
2014,AL,Etowah County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,98,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1055,"(34.048713, -86.037592)"
2014,AL,Fayette County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,103.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1057,"(33.726047, -87.737656)"
2014,AL,Franklin County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,118.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1059,"(34.445544, -87.843784)"
2014,AL,Geneva County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,109.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1061,"(31.100302, -85.833243)"
2014,AL,Greene County,County,NVSS,Cardiovascular Diseases,Stroke Mortality,100.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Overall,Race/Ethnicity,White,T6,1063,"(32.861522, -87.9517)"
